Filter Type,Sample,surface,DN1,DN2,DN3
R,1,1,532,448,596
R,2,1,532,452,600
R,3,1,540,456,600
R,4,1,532,452,592
R,5,1,540,456,600
R,6,1,540,456,600
R,7,1,536,452,592
R,8,1,540,456,600
R,9,1,536,448,596
R,10,1,536,448,600
R,11,1,536,452,600
R,12,1,536,452,592
R,13,1,560,468,600
R,14,1,556,460,608
R,15,1,556,460,604
R,16,1,560,468,600
R,17,1,556,464,608
R,18,1,560,460,600
R,19,1,560,468,608
R,20,1,560,460,608
R,21,1,560,468,604
R,22,1,560,472,608
R,23,1,556,460,608
R,24,1,508,416,532
R,25,1,512,416,540
R,26,1,508,420,540
R,27,1,516,412,540
R,28,1,516,412,540
R,29,1,516,408,544
R,30,1,516,412,540
R,31,1,512,412,540
R,32,1,516,408,540
R,33,1,516,412,540
R,34,1,516,408,540
R,35,1,588,488,616
R,36,1,584,484,608
R,37,1,592,488,616
R,38,1,588,488,616
R,39,1,584,484,608
R,40,1,592,488,620
R,41,1,592,484,608
R,42,1,584,484,616
R,43,1,592,488,616
R,44,1,592,484,608
R,45,1,588,488,616
R,46,1,596,504,628
R,47,1,600,500,624
R,48,1,596,496,624
R,49,1,592,504,620
R,50,1,596,496,624
R,51,1,596,500,628
R,52,1,592,504,624
R,53,1,600,496,628
R,54,1,600,504,628
R,55,1,596,504,624
R,56,1,600,500,620
R,57,1,592,504,628
R,58,1,600,496,624
R,59,1,596,496,640
R,60,1,596,504,624
R,61,1,600,496,624
R,62,1,600,500,628
R,63,1,596,504,624
R,64,1,600,496,628
R,65,1,600,500,628
R,66,1,592,496,624
R,67,1,600,496,624
R,68,1,548,448,568
R,69,1,548,456,572
R,70,1,548,452,576
R,71,1,552,452,576
R,72,1,548,456,572
R,73,1,560,448,572
R,74,1,548,464,572
R,75,1,556,452,576
R,76,1,552,452,568
R,77,1,560,452,576
R,78,1,556,452,576
R,79,1,568,472,592
R,80,1,576,468,596
R,81,1,568,468,588
R,82,1,576,472,592
R,83,1,568,468,592
R,84,1,576,472,588
R,85,1,576,472,592
R,86,1,568,468,592
R,87,1,572,472,592
R,88,1,576,460,592
R,89,1,568,468,592
R,90,1,580,488,612
R,91,1,584,484,612
R,92,1,580,480,608
R,93,1,588,484,612
R,94,1,580,480,612
R,95,1,580,476,608
R,96,1,576,484,612
R,97,1,584,480,608
R,98,1,584,484,608
R,99,1,588,484,608
R,100,1,584,480,608
R,101,1,580,488,616
R,102,1,580,488,620
R,103,1,588,484,612
R,104,1,580,488,616
R,105,1,584,484,608
R,106,1,584,484,616
R,107,1,584,488,620
R,108,1,580,488,612
R,109,1,588,496,616
R,110,1,584,488,620
R,111,1,584,484,608
R,1,2,664,536,692
R,2,2,668,540,688
R,3,2,668,540,688
R,4,2,680,536,692
R,5,2,668,540,684
R,6,2,672,536,688
R,7,2,660,536,696
R,8,2,668,540,684
R,9,2,668,536,688
R,10,2,668,540,688
R,11,2,668,536,692
R,12,2,744,612,796
R,13,2,728,600,780
R,14,2,732,604,788
R,15,2,736,608,792
R,16,2,736,616,792
R,17,2,740,612,796
R,18,2,736,620,796
R,19,2,728,616,796
R,20,2,724,608,788
R,21,2,700,576,764
R,22,2,712,588,760
R,23,2,644,540,704
R,24,2,644,540,704
R,25,2,640,536,696
R,26,2,644,536,704
R,27,2,644,540,704
R,28,2,644,536,708
R,29,2,640,540,700
R,30,2,644,540,704
R,31,2,648,536,700
R,32,2,644,540,704
R,33,2,640,540,704
R,34,2,708,596,768
R,35,2,712,600,768
R,36,2,712,600,768
R,37,2,708,596,772
R,38,2,708,600,764
R,39,2,712,596,772
R,40,2,712,600,768
R,41,2,712,596,764
R,42,2,704,596,768
R,43,2,712,600,768
R,44,2,712,600,768
R,45,2,724,596,764
R,46,2,712,600,760
R,47,2,708,596,764
R,48,2,704,600,760
R,49,2,712,600,760
R,50,2,712,596,760
R,51,2,712,592,760
R,52,2,712,596,764
R,53,2,708,596,760
R,54,2,712,600,760
R,55,2,712,600,760
R,56,2,668,544,680
R,57,2,672,540,684
R,58,2,672,544,680
R,59,2,664,548,684
R,60,2,668,540,692
R,61,2,672,544,680
R,62,2,660,540,684
R,63,2,668,540,700
R,64,2,660,548,684
R,65,2,668,540,688
R,66,2,672,544,680
R,67,2,664,528,676
R,68,2,660,528,676
R,69,2,660,520,672
R,70,2,664,528,680
R,71,2,660,532,676
R,72,2,660,536,672
R,73,2,660,536,676
R,74,2,660,532,676
R,75,2,660,528,672
R,76,2,664,528,676
R,77,2,660,532,676
R,78,2,672,548,696
R,79,2,664,544,700
R,80,2,668,548,700
R,81,2,668,544,696
R,82,2,664,548,700
R,83,2,668,548,700
R,84,2,672,544,700
R,85,2,672,548,700
R,86,2,668,544,704
R,87,2,668,544,700
R,88,2,668,548,700
R,89,2,644,524,668
R,90,2,644,520,664
R,91,2,648,520,664
R,92,2,644,524,668
R,93,2,640,520,664
R,94,2,644,520,668
R,95,2,644,524,668
R,96,2,644,520,664
R,97,2,644,524,668
R,98,2,640,524,660
R,99,2,644,520,668
R,100,2,656,536,680
R,101,2,660,532,676
R,102,2,660,540,672
R,103,2,656,536,680
R,104,2,656,528,676
R,105,2,660,540,672
R,106,2,656,532,680
R,107,2,660,532,680
R,108,2,660,536,676
R,109,2,660,532,676
R,110,2,660,536,672
R,1,3,864,700,892
R,2,3,864,704,888
R,3,3,868,700,896
R,4,3,860,700,896
R,5,3,868,704,896
R,6,3,868,700,896
R,7,3,864,704,896
R,8,3,864,700,900
R,9,3,880,708,900
R,10,3,868,712,892
R,11,3,864,704,896
R,12,3,916,768,976
R,13,3,916,772,976
R,14,3,920,764,980
R,15,3,920,760,976
R,16,3,908,764,968
R,17,3,916,772,976
R,18,3,920,772,976
R,19,3,920,772,976
R,20,3,920,772,976
R,21,3,916,764,976
R,22,3,920,772,976
R,23,3,904,768,996
R,24,3,904,768,996
R,25,3,900,772,992
R,26,3,900,772,992
R,27,3,900,772,992
R,28,3,900,772,992
R,29,3,900,772,992
R,30,3,904,768,996
R,31,3,900,768,992
R,32,3,896,772,996
R,33,3,796,640,804
R,34,3,796,640,812
R,35,3,796,640,812
R,36,3,792,652,812
R,37,3,796,640,804
R,38,3,796,640,812
R,39,3,796,644,812
R,40,3,796,640,816
R,41,3,792,640,812
R,42,3,796,644,808
R,43,3,800,640,812
R,44,3,896,760,984
R,45,3,896,784,988
R,46,3,896,764,984
R,47,3,892,760,984
R,48,3,896,760,984
R,49,3,896,760,984
R,50,3,892,760,988
R,51,3,896,764,988
R,52,3,892,760,988
R,53,3,896,760,984
R,54,3,892,764,984
R,55,3,860,728,940
R,56,3,856,732,940
R,57,3,856,728,944
R,58,3,856,728,944
R,59,3,856,732,948
R,60,3,860,728,940
R,61,3,860,744,944
R,62,3,860,728,940
R,63,3,860,728,940
R,64,3,856,732,940
R,65,3,856,724,944
R,66,3,876,744,960
R,67,3,876,752,956
R,68,3,884,744,956
R,69,3,884,752,960
R,70,3,884,752,960
R,71,3,884,752,960
R,72,3,884,752,960
R,73,3,876,748,968
R,74,3,884,752,960
R,75,3,884,752,960
R,76,3,884,744,960
R,77,3,868,744,960
R,78,3,864,744,960
R,79,3,868,740,960
R,80,3,868,744,960
R,81,3,872,744,960
R,82,3,864,744,956
R,83,3,864,744,960
R,84,3,864,736,960
R,85,3,868,744,960
R,86,3,884,744,960
R,87,3,864,744,956
R,88,3,876,752,968
R,89,3,876,756,968
R,90,3,876,744,968
R,91,3,872,752,968
R,92,3,876,752,968
R,93,3,872,752,968
R,94,3,876,752,968
R,95,3,876,744,972
R,96,3,876,752,968
R,97,3,896,752,968
R,98,3,876,752,968
R,99,3,788,660,856
R,100,3,792,656,856
R,101,3,788,660,856
R,102,3,788,660,856
R,103,3,788,660,856
R,104,3,792,656,852
R,105,3,792,656,856
R,106,3,788,660,856
R,107,3,788,656,856
R,108,3,788,660,856
R,109,3,788,660,856
R,110,3,788,660,856
R,1,4,1224,1028,1320
R,2,4,1224,1028,1320
R,3,4,1228,1028,1320
R,4,4,1224,1028,1320
R,5,4,1224,1028,1320
R,6,4,1224,1028,1316
R,7,4,1224,1028,1320
R,8,4,1224,1028,1316
R,9,4,1216,1028,1320
R,10,4,1224,1028,1320
R,11,4,1224,1028,1324
R,12,4,1160,968,1276
R,13,4,1156,968,1280
R,14,4,1152,960,1260
R,15,4,1152,960,1256
R,16,4,1156,968,1272
R,17,4,1148,960,1268
R,18,4,1148,960,1260
R,19,4,1140,948,1256
R,20,4,1140,944,1252
R,21,4,1140,948,1252
R,22,4,1148,960,1256
R,23,4,1072,848,1132
R,24,4,1052,832,1112
R,25,4,1060,844,1140
R,26,4,1056,832,1112
R,27,4,1060,844,1152
R,28,4,1064,840,1140
R,29,4,1060,848,1144
R,30,4,1064,848,1132
R,31,4,1064,848,1124
R,32,4,1056,832,1112
R,33,4,1184,976,1280
R,34,4,1192,988,1284
R,35,4,1192,976,1284
R,36,4,1192,984,1288
R,37,4,1192,988,1288
R,38,4,1184,980,1276
R,39,4,1184,976,1284
R,40,4,1184,976,1280
R,41,4,1180,976,1280
R,42,4,1172,968,1260
R,43,4,1168,960,1260
R,44,4,1164,936,1272
R,45,4,1164,944,1280
R,46,4,1164,944,1276
R,47,4,1168,940,1268
R,48,4,1168,944,1268
R,49,4,1164,944,1280
R,50,4,1164,944,1272
R,51,4,1164,940,1276
R,52,4,1164,944,1280
R,53,4,1168,944,1276
R,54,4,1160,940,1280
R,55,4,1192,992,1224
R,56,4,1184,968,1224
R,57,4,1184,968,1224
R,58,4,1208,968,1224
R,59,4,1184,968,1228
R,60,4,1188,968,1228
R,61,4,1184,968,1228
R,62,4,1184,968,1224
R,63,4,1180,968,1216
R,64,4,1184,964,1216
R,65,4,1184,968,1220
R,66,4,1184,956,1208
R,67,4,1188,960,1208
R,68,4,1184,960,1208
R,69,4,1184,960,1216
R,70,4,1180,956,1216
R,71,4,1184,960,1216
R,72,4,1180,968,1220
R,73,4,1184,968,1212
R,74,4,1184,960,1208
R,75,4,1180,956,1208
R,76,4,1184,964,1212
R,77,4,1164,952,1212
R,78,4,1156,952,1200
R,79,4,1156,944,1212
R,80,4,1156,952,1200
R,81,4,1160,952,1204
R,82,4,1160,952,1200
R,83,4,1156,952,1204
R,84,4,1152,948,1204
R,85,4,1156,952,1200
R,86,4,1156,952,1208
R,87,4,1160,952,1208
R,88,4,1160,952,1224
R,89,4,1160,952,1228
R,90,4,1160,952,1228
R,91,4,1156,952,1228
R,92,4,1156,952,1228
R,93,4,1156,952,1224
R,94,4,1160,952,1228
R,95,4,1160,952,1224
R,96,4,1176,940,1220
R,97,4,1160,952,1228
R,98,4,1152,952,1228
R,99,4,1100,884,1144
R,100,4,1096,884,1140
R,101,4,1108,880,1140
R,102,4,1096,884,1140
R,103,4,1096,884,1140
R,104,4,1104,884,1140
R,105,4,1096,872,1132
R,106,4,1096,880,1132
R,107,4,1096,872,1132
R,108,4,1092,872,1124
R,109,4,1088,864,1120
R,110,4,1088,864,1120
R,1,5,1560,1304,1644
R,2,5,1564,1300,1648
R,3,5,1560,1304,1644
R,4,5,1552,1304,1648
R,5,5,1560,1304,1644
R,6,5,1560,1304,1644
R,7,5,1564,1328,1644
R,8,5,1560,1304,1644
R,9,5,1564,1304,1648
R,10,5,1560,1308,1644
R,11,5,1564,1304,1648
R,12,5,1488,1180,1512
R,13,5,1484,1188,1508
R,14,5,1484,1184,1516
R,15,5,1488,1184,1516
R,16,5,1492,1184,1512
R,17,5,1488,1184,1504
R,18,5,1484,1184,1508
R,19,5,1480,1184,1516
R,20,5,1488,1188,1512
R,21,5,1488,1184,1512
R,22,5,1488,1188,1512
R,23,5,1200,832,1284
R,24,5,1212,832,1284
R,25,5,1212,832,1288
R,26,5,1212,828,1284
R,27,5,1208,828,1288
R,28,5,1212,828,1288
R,29,5,1208,832,1288
R,30,5,1212,828,1284
R,31,5,1212,828,1284
R,32,5,1212,828,1284
R,33,5,1212,828,1284
R,34,5,1440,1172,1476
R,35,5,1440,1168,1476
R,36,5,1448,1172,1492
R,37,5,1444,1172,1480
R,38,5,1444,1168,1480
R,39,5,1444,1164,1476
R,40,5,1448,1168,1480
R,41,5,1448,1172,1480
R,42,5,1448,1172,1480
R,43,5,1444,1168,1480
R,44,5,1432,1160,1456
R,45,5,1436,1172,1496
R,46,5,1432,1172,1492
R,47,5,1436,1172,1496
R,48,5,1432,1176,1488
R,49,5,1440,1176,1500
R,50,5,1432,1176,1488
R,51,5,1436,1172,1500
R,52,5,1436,1176,1496
R,53,5,1436,1172,1492
R,54,5,1440,1176,1500
R,55,5,1436,1172,1492
R,56,5,1532,1280,1620
R,57,5,1536,1284,1624
R,58,5,1536,1280,1616
R,59,5,1536,1284,1624
R,60,5,1540,1280,1620
R,61,5,1536,1276,1612
R,62,5,1536,1280,1616
R,63,5,1540,1276,1616
R,64,5,1528,1280,1612
R,65,5,1532,1280,1616
R,66,5,1540,1276,1620
R,67,5,1544,1284,1632
R,68,5,1544,1284,1632
R,69,5,1544,1292,1636
R,70,5,1544,1288,1636
R,71,5,1540,1292,1640
R,72,5,1544,1296,1636
R,73,5,1548,1292,1640
R,74,5,1544,1296,1636
R,75,5,1572,1296,1636
R,76,5,1536,1288,1636
R,77,5,1540,1288,1628
R,78,5,1528,1272,1620
R,79,5,1536,1280,1616
R,80,5,1540,1284,1620
R,81,5,1528,1276,1616
R,82,5,1528,1284,1620
R,83,5,1524,1268,1616
R,84,5,1528,1272,1612
R,85,5,1520,1280,1616
R,86,5,1524,1272,1616
R,87,5,1528,1276,1620
R,88,5,1528,1268,1612
R,89,5,1520,1264,1612
R,90,5,1516,1272,1608
R,91,5,1520,1264,1612
R,92,5,1516,1268,1612
R,93,5,1520,1268,1608
R,94,5,1520,1268,1612
R,95,5,1516,1268,1608
R,96,5,1520,1296,1612
R,97,5,1520,1268,1612
R,98,5,1508,1264,1600
R,99,5,1516,1260,1612
R,100,5,1564,1296,1644
R,101,5,1560,1296,1644
R,102,5,1564,1296,1648
R,103,5,1560,1296,1644
R,104,5,1560,1296,1692
R,105,5,1564,1296,1644
R,106,5,1560,1296,1644
R,107,5,1560,1292,1648
R,108,5,1560,1296,1644
R,109,5,1564,1292,1648
R,110,5,1560,1296,1644
R,1,6,2040,1740,2212
R,2,6,2040,1740,2212
R,3,6,2040,1740,2220
R,4,6,2040,1740,2212
R,5,6,2040,1748,2200
R,6,6,2040,1740,2212
R,7,6,2040,1740,2212
R,8,6,2040,1748,2204
R,9,6,2040,1740,2212
R,10,6,2040,1748,2200
R,11,6,2040,1748,2204
R,12,6,1904,1548,2016
R,13,6,1904,1548,2016
R,14,6,1904,1552,2016
R,15,6,1908,1548,2016
R,16,6,1904,1552,2016
R,17,6,1908,1548,2016
R,18,6,1904,1552,2016
R,19,6,1904,1548,2016
R,20,6,1908,1552,2016
R,21,6,1908,1548,2016
R,22,6,1908,1552,2016
R,23,6,1888,1576,1988
R,24,6,1888,1576,1980
R,25,6,1888,1576,1992
R,26,6,1888,1576,1988
R,27,6,1888,1576,2024
R,28,6,1884,1572,1980
R,29,6,1888,1576,1980
R,30,6,1888,1572,1988
R,31,6,1888,1576,1980
R,32,6,1888,1572,1980
R,33,6,1888,1572,1980
R,34,6,1776,1380,1892
R,35,6,1776,1376,1932
R,36,6,1780,1376,1900
R,37,6,1776,1380,1900
R,38,6,1776,1380,1900
R,39,6,1776,1376,1900
R,40,6,1776,1380,1900
R,41,6,1776,1380,1896
R,42,6,1776,1376,1904
R,43,6,1776,1380,1904
R,44,6,1784,1376,1904
R,45,6,1620,1208,1852
R,46,6,1624,1208,1852
R,47,6,1620,1212,1848
R,48,6,1620,1208,1848
R,49,6,1620,1208,1852
R,50,6,1620,1208,1852
R,51,6,1624,1208,1852
R,52,6,1620,1208,1852
R,53,6,1624,1204,1856
R,54,6,1620,1208,1852
R,55,6,1624,1208,1852
R,56,6,1908,1572,1988
R,57,6,1904,1568,1988
R,58,6,1908,1576,1988
R,59,6,1908,1568,1988
R,60,6,1896,1572,1988
R,61,6,1908,1568,1988
R,62,6,1904,1576,1988
R,63,6,1908,1576,1992
R,64,6,1896,1572,1988
R,65,6,1896,1568,1988
R,66,6,1908,1572,1988
R,67,6,1912,1568,2004
R,68,6,1916,1560,2008
R,69,6,1916,1564,2004
R,70,6,1916,1560,2008
R,71,6,1912,1568,2004
R,72,6,1916,1560,2008
R,73,6,1912,1568,2004
R,74,6,1916,1568,2004
R,75,6,1912,1560,2004
R,76,6,1916,1568,2004
R,77,6,1920,1572,2012
R,78,6,1796,1500,1892
R,79,6,1804,1492,1892
R,80,6,1796,1496,1896
R,81,6,1800,1492,1896
R,82,6,1804,1496,1896
R,83,6,1804,1500,1896
R,84,6,1800,1500,1892
R,85,6,1804,1500,1896
R,86,6,1804,1496,1896
R,87,6,1800,1500,1896
R,88,6,1800,1496,1900
R,89,6,1692,1420,1784
R,90,6,1700,1424,1784
R,91,6,1692,1420,1784
R,92,6,1700,1416,1784
R,93,6,1700,1420,1788
R,94,6,1696,1416,1784
R,95,6,1700,1420,1780
R,96,6,1692,1416,1784
R,97,6,1700,1416,1784
R,98,6,1692,1420,1784
R,99,6,1692,1420,1784
R,100,6,1472,1252,1564
R,101,6,1468,1252,1568
R,102,6,1468,1252,1560
R,103,6,1468,1252,1564
R,104,6,1468,1244,1568
R,105,6,1468,1252,1568
R,106,6,1468,1248,1560
R,107,6,1468,1244,1568
R,108,6,1468,1244,1564
R,109,6,1468,1244,1568
R,110,6,1460,1244,1568
R,1,7,2944,2460,3156
R,2,7,2944,2464,3156
R,3,7,2944,2468,3156
R,4,7,2944,2460,3152
R,5,7,2940,2464,3156
R,6,7,2944,2460,3152
R,7,7,2940,2468,3156
R,8,7,2940,2464,3152
R,9,7,2944,2468,3156
R,10,7,2944,2460,3156
R,11,7,2944,2460,3156
R,12,7,2772,2392,2992
R,13,7,2772,2396,2988
R,14,7,2768,2400,2992
R,15,7,2764,2396,2992
R,16,7,2768,2400,2992
R,17,7,2772,2396,2992
R,18,7,2772,2400,2992
R,19,7,2776,2396,2992
R,20,7,2768,2400,2992
R,21,7,2768,2396,2992
R,22,7,2772,2392,2984
R,23,7,2824,2348,3052
R,24,7,2824,2344,3048
R,25,7,2824,2348,3048
R,26,7,2824,2348,3052
R,27,7,2820,2352,3052
R,28,7,2824,2356,3052
R,29,7,2824,2348,3052
R,30,7,2824,2348,3052
R,31,7,2824,2348,3052
R,32,7,2824,2348,3052
R,33,7,2752,2328,3060
R,34,7,2756,2320,3060
R,35,7,2756,2328,3060
R,36,7,2756,2332,3068
R,37,7,2756,2336,3072
R,38,7,2756,2340,3068
R,39,7,2756,2384,3068
R,40,7,2756,2340,3068
R,41,7,2756,2340,3068
R,42,7,2764,2348,3076
R,43,7,2760,2348,3076
R,44,7,2832,2372,3060
R,45,7,2832,2376,3060
R,46,7,2832,2372,3060
R,47,7,2828,2372,3060
R,48,7,2876,2376,3060
R,49,7,2832,2376,3060
R,50,7,2828,2372,3060
R,51,7,2828,2376,3060
R,52,7,2824,2416,3060
R,53,7,2832,2376,3056
R,54,7,2828,2372,3060
R,55,7,2804,2340,3036
R,56,7,2808,2336,3036
R,57,7,2804,2340,3036
R,58,7,2800,2340,3036
R,59,7,2804,2340,3028
R,60,7,2804,2332,3024
R,61,7,2804,2332,3084
R,62,7,2808,2332,3024
R,63,7,2808,2336,3028
R,64,7,2804,2332,3024
R,65,7,2804,2328,3028
R,66,7,2788,2340,3000
R,67,7,2788,2336,3000
R,68,7,2788,2332,3000
R,69,7,2784,2336,2996
R,70,7,2788,2332,2996
R,71,7,2784,2336,3000
R,72,7,2788,2340,3000
R,73,7,2780,2336,2996
R,74,7,2776,2328,3000
R,75,7,2780,2328,3000
R,76,7,2788,2332,3000
R,77,7,2800,2380,3008
R,78,7,2796,2372,3008
R,79,7,2800,2368,2996
R,80,7,2800,2372,3000
R,81,7,2796,2368,3000
R,82,7,2796,2372,3000
R,83,7,2844,2368,2996
R,84,7,2820,2428,3044
R,85,7,2816,2404,3024
R,86,7,2812,2412,3024
R,87,7,2820,2400,3024
R,88,7,2820,2400,3024
R,89,7,2764,2348,2976
R,90,7,2760,2348,2976
R,91,7,2764,2348,2980
R,92,7,2764,2348,2976
R,93,7,2764,2356,2972
R,94,7,2764,2348,2976
R,95,7,2764,2352,2972
R,96,7,2780,2376,2992
R,97,7,2780,2380,2992
R,98,7,2780,2376,2992
R,99,7,2780,2376,2992
R,100,7,2788,2328,2988
R,101,7,2788,2340,2992
R,102,7,2788,2332,2992
R,103,7,2788,2332,3044
R,104,7,2788,2328,2988
R,105,7,2788,2340,2988
R,106,7,2788,2328,2992
R,107,7,2788,2336,2992
R,108,7,2788,2332,2984
R,109,7,2792,2336,2992
R,110,7,2784,2328,2980
L,1,1,260.26,219.78,290.98
L,2,1,314.6,266.22,352.78
L,3,1,359.68,304.18,402.22
L,4,1,394.15,333.74,440.18
L,5,1,423.32,358.19,472.14
L,6,1,446.65,377.75,497.72
L,7,1,464.52,392.6,516.57
L,8,1,479.62,405.28,533.26
L,9,1,490.89,413.83,545.81
L,10,1,499.92,420.66,556.64
L,11,1,507.13,426.93,565.32
L,12,1,559.76,465.58,604.09
L,13,1,559.01,464.47,604.87
L,14,1,558.4,463.57,604.7
L,15,1,558.72,464.46,603.76
L,16,1,558.18,464.37,604.61
L,17,1,558.54,463.49,603.68
L,18,1,558.83,464.4,604.55
L,19,1,559.07,463.52,605.24
L,20,1,559.25,464.41,604.99
L,21,1,559.4,465.93,605.59
L,22,1,558.72,464.74,606.07
L,23,1,581.06,479.86,611.59
L,24,1,568.05,467.89,594.87
L,25,1,556.04,457.51,583.1
L,26,1,546.43,449.21,572.88
L,27,1,539.55,442.57,566.3
L,28,1,533.24,438.05,561.04
L,29,1,529.79,432.84,556.83
L,30,1,527.03,428.67,553.47
L,31,1,524.83,424.54,551.57
L,32,1,523.06,422.03,549.26
L,33,1,520.85,420.03,547.41
L,34,1,587.48,488.8,615.31
L,35,1,586.79,487.84,613.85
L,36,1,587.83,487.87,614.28
L,37,1,587.86,487.9,614.62
L,38,1,587.09,487.12,613.3
L,39,1,588.07,487.29,614.64
L,40,1,588.86,486.63,613.31
L,41,1,587.89,486.11,613.85
L,42,1,588.71,486.49,614.28
L,43,1,589.37,485.99,613.02
L,44,1,589.09,486.39,613.62
L,45,1,596.7,500.4,626.8
L,46,1,597.36,500.32,626.24
L,47,1,597.09,499.46,625.79
L,48,1,596.07,500.37,624.63
L,49,1,596.06,499.49,624.51
L,50,1,596.05,499.59,625.21
L,51,1,595.24,500.48,624.96
L,52,1,596.19,499.58,625.57
L,53,1,596.95,500.46,626.06
L,54,1,596.76,501.17,625.65
L,55,1,597.41,500.94,624.52
L,56,1,595.87,501.34,626.34
L,57,1,596.69,500.27,625.87
L,58,1,596.56,499.42,628.7
L,59,1,596.44,500.33,627.76
L,60,1,597.16,499.47,627.01
L,61,1,597.72,499.57,627.2
L,62,1,597.38,500.46,626.5
L,63,1,597.9,499.57,626.85
L,64,1,598.32,499.65,627.08
L,65,1,597.06,498.92,626.46
L,66,1,597.65,498.34,625.97
L,67,1,548.77,450.97,572.43
L,68,1,548.62,451.98,572.34
L,69,1,548.49,451.98,573.08
L,70,1,549.19,451.99,573.66
L,71,1,548.96,452.79,573.33
L,72,1,551.16,451.83,573.06
L,73,1,550.53,454.26,572.85
L,74,1,551.63,453.81,573.48
L,75,1,551.7,453.45,572.38
L,76,1,553.36,453.16,573.11
L,77,1,553.89,452.93,573.69
L,78,1,567.14,469.47,593.46
L,79,1,568.91,469.18,593.97
L,80,1,568.73,468.94,592.77
L,81,1,570.18,469.55,592.62
L,82,1,569.75,469.24,592.5
L,83,1,571,469.79,591.6
L,84,1,572,470.24,591.68
L,85,1,571.2,469.79,591.74
L,86,1,571.36,470.23,591.79
L,87,1,572.29,468.18,592.63
L,88,1,571.43,468.15,592.51
L,89,1,580.47,482.57,609.32
L,90,1,581.18,482.85,609.86
L,91,1,580.94,482.28,609.48
L,92,1,582.35,482.63,609.99
L,93,1,581.88,482.1,610.39
L,94,1,581.51,480.88,609.91
L,95,1,580.41,481.5,610.3
L,96,1,581.12,481.2,609.86
L,97,1,581.7,481.76,609.49
L,98,1,582.96,482.21,609.19
L,99,1,583.17,481.77,608.95
L,100,1,578.47,484.77,609.54
L,101,1,578.78,485.42,611.63
L,102,1,580.62,485.13,611.71
L,103,1,580.5,485.71,612.57
L,104,1,581.2,485.36,611.65
L,105,1,581.76,485.09,612.52
L,106,1,582.21,485.67,614.02
L,107,1,581.77,486.14,613.61
L,108,1,583.01,488.11,614.09
L,109,1,583.21,488.09,615.27
L,110,1,583.37,487.27,613.82
L,1,2,665.67,537.49,691.1
L,2,2,665.67,537.49,691.1
L,3,2,666.14,538,690.48
L,4,2,668.91,537.6,690.79
L,5,2,668.73,538.08,689.43
L,6,2,669.38,537.66,689.14
L,7,2,667.51,537.33,690.51
L,8,2,667.6,537.86,689.21
L,9,2,667.68,537.49,688.97
